Class,Email
Pricing,['FW <NAME> difference EasiAdmin converting quote to order <NAME> I am converting an EasiAdmin quote to an order as it is an oversized <PRODUCT> needs to be entered as Special I noticed a very large price discrepancy <NUMBER> the surcharge is <NUMBER> on the quote which is how it has always been however it is charging <NUMBER> on the order Also where the trickle vent option is the quote has <COLOUR> written in however on the order I cannot even go into that box to write anything We never use trickle vents on the <PRODUCT> so I am unsure why the quote even has that on there Please advise at your earliest convenience as our customer is ready to order <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> <EMAIL>']
Pricing,['price query on EA cust id <NUMBER> All Can someone help me please I have a customer who is querying his quotes the first one came out for the <NUMBER> <PRODUCT> at <NUMBER> and then he amended it to <NUMBER> <PRODUCT> at <NUMBER> difference in price was <NUMBER> however the only amount to come off his quote was <NUMBER> Please could you let me know if there is a fault or if I need to talk to another department <NAME> <NAME> <EMAIL> ']
Account,['OSS LIVE QUOTE ONLY ID <NUMBER> <COMPANY> Can you please set up the below Onboarding customer live on OSS but as QUOTE ONLY Customer <NUMBER> Company <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>']
Account,['OSS Quote Only access OSS Support Could you please provide the following company with OSS access for QUOTE ONLY ID <NUMBER> <COMPANY> <EMAIL>']
Availability,['<NUMBER> <PRODUCT> <PRODUCT> Lead Time Can you please amend the lead time on this order to <NUMBER> <TIME> as this is one of our stock panels but Easi Admin still says <NUMBER> <TIME> <NAME>']
Information,['Re Max Height <STYLE> No probs <NAME> Any chance you can just check that the Sales Ops team have the latest version of the spec guide <NAME>']
Gables,['Fwd Origin OSS <PRODUCT> Training Sign off form <NAME> Can you please set up the <COMPANY> with the live <PRODUCT> tab on OSS I will save the sign off form to the gdrive tomorrow I am afraid that I dont have the customer id to hand because I am in a meeting in <ADDRESS>']
Account,['FW Origin OSS learn login code and access link <NAME> <NUMBER> <NAME> There is some nice feedback for OSS from <NAME> below Could you please set up <NAME> <NAME> with a live for quoting only login to OSS The rest of the team at <COMPANY> will sign off when ready I will save the sign off form and update records this afternoon <NAME>']
Account,['FW Origin Sale Safe OSS Sign off forms All Can you please set up <NAME> from <COMPANY> as live on OSS ']
Account,['Customer ID <NUMBER> <COMPANY> have lost their link to their OSS please could you send me a link to pass on to the customer Regards <NAME> <NAME> <EMAIL> ']
Account,['FW Origin Sale Safe <PRODUCT> training <NAME> Can you please set up <COMPANY> customer id <NUMBER> as live for ordering with <PRODUCT> I will save their sign off form <NAME>']
Documents,['cannot generate quote I have processed this and need to generate the quote but can only generate the customer spec projects <NUMBER> revisions <NUMBER> Please look into this']
Account,['FW <NAME> <NAME> OSS signed forms <NAME> Can you please set up <NAME> <NAME> customer id <NUMBER> as live on OSS Please <NAME>']
Account,['live log in credentials Can you please send me the live log in credentials for <COMPANY> <NUMBER> thanks']
Template,['The customer id is <NUMBER> He has attached a default setting sheet for you <NAME> ']
Information,['Delivery dates On the confirmations are we no longer showing the delivery date they select Ive had a few calls about this now and logistics also putting customers through to me about delivery dates so if this is an update has anyone been told']
Action,['<PRODUCT> improvement request Can we please look into getting the letterplate position shown accurately on the drawing for a <PRODUCT> At the moment we are having to fund remakes as the customer is requesting bottom of the <PRODUCT> and the letter plate is being prepped a third of the way up I would also like the handle position to be specified this is a set measurement so I would hope that this would be easy to put on the drawing for sign off <NAME> <NAME> <NAME> <EMAIL> ']
Account,['OSS Login Details Just had a call from the customer requesting his new employee to be set up on OSS with his own account The customer ID is <NUMBER> <COMPANY> <NAME> <EMAIL> <EMAIL> Are you able to create an account for him and send him a password please <NAME> <NAME> <NAME> <EMAIL> ']
Error,['EA Issue Im trying to order an oversized <PRODUCT> on EasiAdmin but it comes up with the below message after I put in the colour and sizes and wont let me add the <PRODUCT> to the order I dont have a special price for it its just a normal order Please can you advise <NAME>']
Error,['<NUMBER> Missing Graphics Easi Admin and OSS are not generating graphics for some configurations']
Account,['Login Codes to OSS for this week <NAME> Can I please have the login codes for the following customers please <COMPANY> customer id <NUMBER> OSS LEARN LOGIN <COMPANY> customer id <NUMBER> OSS LEARN LOGIN <COMPANY> customer id <NUMBER> OSS LEARN <PRODUCT> TAB <COMPANY> customer id <NUMBER> OSS LEARN <PRODUCT> TAB <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Account,['New Onboarding Customer Could you please send the login details for the following customers Name <COMPANY> <NUMBER> <COMPANY> <NUMBER> <EMAIL>']
Action,['<PRODUCT> request <COMPANY> customer id <NUMBER> All <COMPANY> have asked if it could be possible to make the <PRODUCT> below available on OSS This would have a <PRODUCT> in the two mid sashes <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Account,['New DIRECT Customer OSS Support Please could you send me some login details for the following New DIRECT Customer Customer <COMPANY> <NUMBER> Require QUOTING ONLY ACCESS <EMAIL>']
Account,['New Direct Customer OSS System QUOTE ONLY Could you please provide QUOTE ONLY login details for the following New Direct Customer Customer <COMPANY> <NUMBER> <EMAIL>']
Error,['FW Issues OSS Quote <NUMBER> <NUMBER> <COMPANY> I changed the handle color on the <PRODUCT> from <COLOUR> to <COLOUR> and the quote blew up <EMAIL>']
Documents,['<NAME> <COMPANY> <NAME> <COMPANY> <NUMBER> are having problems generating documents for quote <NUMBER> Could you please help assist Keeps freezing due to large quantity I believe']
Error,['OSS Issue team Please see the attached I am trying to quote an awning with the dimensions of <NUMBER> x <NUMBER> and the system is giving me an error We are under our maximums and over our minimums If I drop the width to <NUMBER> it works but I cannot go any wider Please advise why OSS will not let me quote <EMAIL> <NUMBER> <NUMBER>']
Account,['FW Log in to oss All Can you please provide a live login code to OSS for the email address below <EMAIL> The customer id is <NUMBER> <NAME> \xa0 <NAME> <NAME> \xa0 \xa0 <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> \xa0 \xa0 \xa0 \xa0 \xa0 \xa0']
Account,['Customer ID <NUMBER> <COMPANY> <COMPANY> have lost their link to their OSS as their computer crashed Could you please send me a link to pass on to the customer Regards <NAME> <NAME> <EMAIL> ']
Pricing,['FW <COMPANY> PRICE <NUMBER> HI Please can you have a look at the attached quote for <STYLE> customer is saying the <PRODUCT> are too expensive Can you please check and confirm if the pricing is correct <NAME>']
Account,['live login credentials Can you please send me the live log in credentials for <COMPANY> <NUMBER> thanks <NAME> <NAME> <EMAIL> ']
EqualGlass,['<NUMBER> equal glass sizes Please can you confirm why these <PRODUCT> are not equal glass sizes when we have selected this on oss']
Information,['<STYLE> OSS I am trying to put through an order for a fixed frame in <STYLE> sizes are <AREA> going off the spec book that is within the size limitations however it does not allow for me to quote one fixed frame only two Please could you look into it <NAME> <NAME>']
Error,['FW delivery charge order <NAME> Please could you briefly bullet point how I would use the attached on EA Every time I add the amount in which the delivery cost was and go to add item to get an order number it doesnt allow me to <EMAIL>']
Leaver,['Dear all Some of you may already know some may not that <NAME> in our Marketing Team is sadly leaving us and his last day with Origin will be <DATE>']
Account,['OSS Credentials QUOTE ONLY <NUMBER> <COMPANY> Can you please set up the below Onboarding customer live on OSS but as QUOTE ONLY Customer <NUMBER> <COMPANY> Once done can you please send over their credentials so I can forward over to the customer <EMAIL>']
Account,['<NUMBER> <COMPANY> OSS Quote only Credentials Could you provide credential for quote only for the following company <COMPANY> <PRODUCT> ID <NUMBER> Users <EMAIL> <EMAIL> <EMAIL> <EMAIL> <EMAIL> <EMAIL>']
Account,['New Onboarding Customer Could you please send me Login details for the customer below this is for QUOTE ONLY access we will advise when they can have LIVE Ordering Customer <COMPANY> ID No <NUMBER> Contact Name <NAME> Email Address <EMAIL> <EMAIL> <EMAIL>']
Account,['FW Access to Pricing Module Urgent <NAME>']
Account,['Live Login Codes for <COMPANY> <NUMBER> Please find attached the sign off form for <NAME> <NAME> please can I have his live login details for OSS <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL>']
Error,['Error raising <PRODUCT> order on OSS Dev Config and error message outlined below Error occurs with pressing Save Also of note is no price is generated just <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Account,['<NUMBER> <COMPANY> OSS Live Link This company has reboot their computer and lost all the information Could we resend the credential for Live OSS']
Account,['FW New user request <COMPANY> customer id <NUMBER> All Can you please see <NAME> request in the email below and send me a live OSS link for <NAME> <NAME> The customer id for <COMPANY> is <NUMBER> <NAME>']
Information,['Issue with quoting awning <PRODUCT> Team Can you please let me know why I cannot quote the below <PRODUCT> Maximum awning size is <NUMBER> x <NUMBER>']
Report,['URGENT Showroom orders Report guys Apologies for the short notice but I have been requested today with a showroom orders report I need the report by end of the day maximum as I need to filter by products to have them ready by tomorrow Could I have a report for all the showroom orders raised this year please ']
Error,['Images in OSS and on Quote Confirmation Not appearing Here is what we are seeing on doc will send oss images separately <NUMBER> <NUMBER>']
Template,['FW Product specifications Please can you update <COMPANY> OSS default settings in all colours to not have finger pulls with even <PRODUCT> sets and no fastener kits <COMPANY> <NUMBER>']
Documents,['Project <NUMBER> Quote stage I cant download this quote <NUMBER> It is not appearing this option there Could you have a look or download the document for me please <NAME>']
Documents,['FW Cannot down Load quote confirmation The docs listed below have been spinning saying generating documents since last night Can I get assistance to down load them please <NAME>']
Action,['Commercial Gear Boxes in OSS <NAME> Can we have commercial gearboxes added as an option in the configurations in OSS We are doing more commercial projects and would like to be able to quote and order this when needed Standard Gear Box each <NUMBER> Commercial Gear Box each <NUMBER> <NAME> <NAME> <EMAIL> ']
Gables,['FW OSS Training All Can you please set up <COMPANY> customer id <NUMBER> with a live <PRODUCT> tab I will save <NAME> signoff form to the Gdrive <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
